y 2015
m 12
p 80.3823 246.676 2016:2:24:13:0:0
p 81.2704 111.978 2016:2:25:4:0:0
p 71.7705 123.621 2016:2:25:5:0:0
p 63.5394 136.931 2016:2:25:6:0:0
p 57.2801 152.377 2016:2:25:7:0:0
p 53.7636 169.846 2016:2:25:8:0:0
p 53.5678 188.246 2016:2:25:9:0:0
p 56.7282 205.896 2016:2:25:10:0:0
p 62.7125 221.598 2016:2:25:11:0:0
p 70.7531 235.142 2016:2:25:12:0:0
p 80.1348 246.956 2016:2:25:13:0:0
p 89.9385 257.685 2016:2:25:14:0:0
p 80.9736 111.753 2016:2:26:4:0:0
p 71.4527 123.416 2016:2:26:5:0:0
p 63.1983 136.761 2016:2:26:6:0:0
p 56.9175 152.271 2016:2:26:7:0:0
p 53.3902 169.835 2016:2:26:8:0:0
p 53.2024 188.343 2016:2:26:9:0:0
p 56.3886 206.083 2016:2:26:10:0:0
p 62.4066 221.84 2016:2:26:11:0:0
p 70.4793 235.411 2016:2:26:12:0:0
p 79.8873 247.239 2016:2:26:13:0:0
p 89.7421 257.978 2016:2:26:14:0:0
p 80.6735 111.527 2016:2:27:4:0:0
p 71.1318 123.21 2016:2:27:5:0:0
p 62.8543 136.592 2016:2:27:6:0:0
